,result,sobel_calc,hog_calc,lbp_calc,ssim_calc,gabor_calc,reblur_calc,fft_calc,optical_calc
0,5.531261500382425,5793.178,-11.350273,-1159.5611238740285,0.8651599122905295,-6.338871737186991,1072.1114341854482,2556.1894615117185,0.47769487
1,1.7248665754307655,11347.386,-7.144271,-1087.7173346049055,0.8721264555310859,-3.097607440542991,9072.517142790355,2591.924802466299,48.8925
2,0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,1.7542958e-05
3,4.228222401137757,5062.9697,-7.569529,-838.3620936087223,0.9047813646374686,-10.139140557401296,11549.968869763834,2656.9263602964993,0.45522594
4,3.765513103477355,3688.6057,-9.541839,-1033.9864602595142,0.9061734151813949,-3.092241980680004,5514.050002875447,2183.2436218271423,0.111040026
5,5.114867046837766,6126.867,-9.753186,-1033.7678656255475,0.8875591734145298,-11.067291166673442,14365.548871520688,2755.190329297611,0.27504215
6,1.077199027605487,3733.302,-8.394193,-904.1775268164986,0.9393536165160086,-3.3390499472102557,4059.6106518376473,1661.2421041992861,0.041614927
7,6.35082512768998,5761.4946,-9.565909,-1231.4970564317236,0.8177349068718173,-13.25423383364165,15318.464866870061,2632.0713945623606,0.15947609
8,2.1022749221523123,4165.9897,-5.576418,-920.2043251365427,0.8719465886670378,-3.103025801919039,8387.422715471279,1582.4775754585273,0.010012617
9,0.601904718535867,0.0,-3.5322523e-07,-0.0,1.0,-0.0,0.0,0.0,2.3918533e-06
10,3.430499336080321,1841.8596,-6.3559856,-710.2943052003162,0.9752645369631269,-0.5668207245126246,2665.301831594992,1728.8817289471524,0.00808572
11,4.717071019589547,3762.5486,-7.275405,-1159.4283073998151,0.728873671034728,-3.3612043749763854,5042.236307218842,2269.185036281254,0.028346937
12,0.0,4049.355,-9.286236,-1122.7083325601534,0.8068102574901096,-1.441025129661472,6111.224330149722,2324.751386574699,0.035813134
13,2.5503741042729846,1486.2659,-5.024485,-657.1544719470453,0.9746222959692341,-3.9775685969978123,2046.9530641382917,1663.434323396058,0.004557052
14,0.351018002153916,6303.7324,-8.680638,-952.6331927872343,0.9155917715316148,-7.746835803490369,1870.4345168986947,2039.7877048443981,0.30385852
15,1.8571292778533568,2239.99,-6.8916783,-932.4869972283796,0.8618318558029484,-0.1924969834951458,7457.58058355363,1586.6800408699178,0.004713158
16,1.299211912348718,3270.8618,-4.7456436,-812.512153755253,0.8887082054619323,-3.7230984231960322,6487.2838605448305,1953.8844164305103,0.08759537
