,result,ssim_calc,gabor_calc,sobel_calc,hog_calc,lbp_calc,haff_calc,reblur_calc,optical_calc,fft_calc,laplac_calc,color_calc
0,1.8557320450830823,0.9888622185047155,-1.2111055914401296,3605.2786,-3.410962,-1465.0604083108656,13074.860840559642,1174.2939174012135,0.060685534,1186.1707867419157,3740.886525945421,0.26342078804867697
1,0.9996578719239222,0.9938678379813378,-0.538256020667746,3043.968,-2.8436847,-1093.4697069420808,12232.077256132745,957.2853948382835,0.03553189,836.467275397118,3006.668588321633,0.14761303282535465
2,1.4717540652770955,0.9851376619866016,-0.2781754455872164,5051.254,-4.440642,-1569.9003153066758,11506.209367119998,71.4288990244604,0.012890332,1281.1736474625893,4399.268575570261,0.3306382702977402
3,0.9810302882285508,0.9968730015769189,-0.8579480552012568,1530.5205,-2.765533,-1218.7665896306808,10655.263722686548,649.1600953513625,0.005245762,865.6481464309013,1707.7857008418825,0.09858788148741127
4,1.2527668449642722,0.9833701659130849,-0.5967314460894076,4412.029,-4.02911,-1661.2408013289344,13094.778348639582,297.0132120840062,0.012631312,1221.846905908507,4535.776890456585,0.3508758047350433
5,1.5279400052160166,0.9853039097368171,-1.2946057401624418,3078.692,-7.33207,-1692.5126291995578,10492.310470053771,380.8275011448932,0.005718068,1059.6121065493733,2380.7948252631936,0.8658241503675583
6,4.548760074104584,0.9319838942211044,-5.61244573307221,8355.543,-9.716395,-2807.8561216700546,16270.204393307418,1112.5375710292283,0.5559461,1878.9440115094494,7220.416054494367,0.39651529148677866
7,0.692855636556967,0.9996211771362528,-0.31853392434912686,943.49945,-0.67870283,-730.6018067319571,9503.729583695025,206.94234966585645,0.00014153447,244.04324840600356,915.6899038429985,0.012597850639885166
8,0.6192820616827349,0.9992302235105067,-0.31944557212524677,1252.6277,-1.0255444,-820.028658035803,9733.56943777564,440.3346444613344,0.00076967565,334.18154618042536,1316.5804191161283,0.0073000358638921625
9,3.3185113084243043,0.952228925927753,-5.15604304164553,7397.7383,-9.342353,-2242.8013732829754,10139.319405167193,267.5907353126677,0.1886193,1605.6369172501904,5820.259788016339,0.46399614482050566
10,3.402682840415367,0.974415334851572,-3.4971383414541717,5301.9365,-6.602859,-1778.2952510761536,9783.568469633154,52.278459687542636,0.088234656,1237.2466835067537,3935.229091171186,0.41397368986907424
11,0.6192820616827349,1.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,7.389634e-07,0.0,0.0,0.0
12,0.6586819974860294,0.9964489807572737,-0.4709724504163159,1236.1597,-2.927289,-1135.6073264997897,15877.750816787622,2431.3445117575757,0.00464125,815.7317661061951,1815.425019107096,0.055935932639890495
13,0.8951943336214416,0.9944827861717451,-0.8072194467404449,2488.699,-2.5885925,-935.6259936534469,15598.876978808443,2011.3692768020264,0.012571467,882.6470216204883,2486.967631474121,0.10545762787202051
14,0.928418000972183,0.9824339679444742,-0.8279280206152037,2637.5376,-4.6187243,-1321.852866244954,15152.707876811986,1944.861280589459,0.0074103633,1013.7358420985191,3079.206391263827,2.211379793537219
15,0.6607318832181874,0.9968076914851892,-1.107486234957322,1342.8647,-2.6016538,-1165.2072776978353,13774.767039772396,1445.3371674964656,0.0029791456,778.8098616371668,1971.6642716243555,0.02250243776673244
16,1.0319999415465235,0.9775013183542088,-1.270913893155241,2996.9175,-3.5931094,-1651.4475468509438,14059.79811377105,978.0853770057947,0.0076902043,1066.142839750785,3454.6843560591756,0.13406696574585197
